symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,observe_date,entry_signal_date,buy_point_reason,confirm_date,confirm_return_1d_pct,confirm_amount_anomaly_20d,confirm_super_net_ratio,confirm_main_net_ratio,confirm_super3_ratio,confirm_main3_ratio,confirm_support_pressure_spread,confirm_active_buy_strength,confirm_close_vs_20d_high_pct,confirm_pullback_from_observe_peak_pct,confirm_cancel_buy_ratio,confirm_add_sell_ratio,prior3_amount_anomaly_avg,buy_point_type,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,future_days_available,is_mature_trade
sh603629,2026-03-12,77.7,46.32,18.7,9.27,-21.82,-2.19,3015817963.3599997,1.3507415739351043,1.6943784639746662,6.742354617897988,0.013296797342277844,0.02635,0.01675,0.03151,0.03712,0.5,0.55,1.0,98.48,84.09,43.57,78.36,1,趋势中继原型,2026-03-12,2026-03-16,回踩均线承接,2026-03-16,-0.41,0.627,0.00732,-0.01676,0.08074,0.11577,-0.002,-1.67634,-6.88,-9.46,0.43004,1.00583,1.216,回踩均线承接,2026-03-17,62.81,62.967,2026-03-20,2026-03-23,58.67,58.5233,-6.59,-7.06,14.44,-9.89,4,violent_super_outflow,12903621.43,482247849.63,0.00162,97.32,1,26,True
sz000833,2026-03-12,76.66,44.77,16.31,15.0,-21.59,-4.6,2299209109.05,1.7040556272022944,0.181686046511631,3.316733361042971,0.022031284353657643,0.03317,0.03058,0.02671,0.02736,0.6,0.55,1.0,91.53,85.96,40.41,90.14,2,趋势中继原型,2026-03-12,2026-03-16,回踩均线承接,2026-03-16,-1.57,1.236,-0.00796,-0.02,0.0746,0.0595,-0.08796,-2.00019,-9.01,-11.58,0.0028,1.38198,1.428,回踩均线承接,2026-03-17,27.1,27.1678,2026-03-20,2026-03-23,24.7,24.6382,-8.86,-9.31,4.54,-8.67,4,hard_stop_8pct,-94902983.34,0.0,-0.0174,0.0,1,26,True
sz000545,2026-03-12,74.95,32.99,14.33,12.32,-14.62,2.87,1279703230.78,2.7577454735391305,2.872062663185382,-11.158078312654322,-0.26323589490719357,0.08203,0.05957,0.07559,0.05521,0.65,0.5,1.0,79.5,95.71,30.42,100.0,4,趋势中继原型,2026-03-12,2026-03-16,回踩均线承接,2026-03-16,3.55,1.937,0.11751,0.0756,0.10143,-0.0501,0.64721,7.56006,-1.92,-10.62,0.04522,1.25336,1.969,回踩均线承接,2026-03-17,4.0,4.01,2026-03-19,2026-03-20,3.42,3.4115,-14.5,-14.93,3.5,-13.5,3,hard_stop_8pct,-23054870.12,3814576.24,-0.01284,704.39,2,26,True
sh600328,2026-03-12,68.99,14.91,3.87,7.23,-9.56,4.73,1696080792.17,4.094690283216325,4.728370221327971,10.776999754601256,-0.040269571240539426,0.0194,0.02273,0.02216,0.02666,0.55,0.65,1.0,46.91,77.18,71.61,100.0,10,趋势中继原型,2026-03-12,2026-03-16,回踩均线承接,2026-03-16,-2.37,1.719,0.02067,-0.00973,0.01334,0.1124,-0.10123,-0.97301,-5.53,-7.42,0.26245,0.99083,2.876,回踩均线承接,2026-03-17,9.84,9.8646,2026-03-25,2026-03-26,9.51,9.4862,-3.35,-3.84,8.03,-6.0,7,cum_super_peak_dd_20pct_3d,-55522446.29,4089699.22,-0.01017,1457.62,3,26,True
sz002652,2026-03-13,73.82,28.47,13.29,9.37,-20.3,2.61,579241884.39,3.195311261587675,2.607076350093096,0.5430559727759885,-0.019698108281682725,0.02057,0.05972,0.03078,0.08839,0.45,0.75,1.0,72.76,96.31,45.44,69.21,4,趋势中继原型,2026-03-13,2026-03-17,回踩均线承接,2026-03-17,-1.61,3.491,0.10019,0.02395,0.09791,0.03769,0.32967,2.39457,-6.47,-13.52,0.05099,1.34536,2.188,回踩均线承接,2026-03-18,5.57,5.5839,2026-03-19,2026-03-20,4.9,4.8878,-12.03,-12.47,1.26,-13.29,2,hard_stop_8pct,-30499569.8,0.0,-0.03244,0.0,0,25,True
sh603115,2026-03-13,72.61,41.88,14.25,10.86,-20.32,-4.6,339291452.0,0.9673281851168708,-0.12441679626749025,3.300147095954543,0.05647200330882496,0.0359,0.03604,0.02834,0.01807,0.6,0.65,1.0,85.97,95.71,46.38,17.23,5,趋势中继原型,2026-03-13,2026-03-19,回踩均线承接,2026-03-19,-0.88,1.211,0.15777,0.17713,0.21693,0.23795,0.21987,17.71346,-2.85,-11.09,0.38281,0.7573,0.868,回踩均线承接,2026-03-20,32.68,32.7617,2026-04-03,2026-04-07,42.0,41.895,28.52,27.88,47.95,-5.94,11,cum_super_peak_dd_20pct_3d,65674998.69,149448372.59,0.01011,56.06,3,23,True
sh600121,2026-03-13,71.56,18.98,7.08,8.44,-11.87,9.92,299188885.25,1.0149875452858106,9.922178988326857,42.60429164789638,1.5078871416731547,0.0463,0.02582,0.06168,0.04798,0.6,0.35,1.0,55.01,91.43,85.86,15.89,6,趋势中继原型,2026-03-13,2026-03-17,回踩均线承接,2026-03-17,-0.95,2.376,0.05619,0.04571,0.07464,0.09892,-0.00561,4.57149,-10.6,-13.16,0.45525,1.01178,2.437,回踩均线承接,2026-03-18,5.17,5.1829,2026-04-01,2026-04-02,4.59,4.5785,-11.22,-11.66,10.06,-11.8,11,hard_stop_8pct,85645679.86,150998879.06,0.00893,43.28,0,25,True
sh603936,2026-03-13,71.15,32.15,16.13,13.35,-21.18,-5.28,1132622924.75,1.7610860119396823,-1.216389244558258,0.8721490466194126,0.04574569449178034,0.025,0.01922,0.02978,0.03311,0.6,0.4,1.0,73.87,85.21,39.86,92.04,8,趋势中继原型,2026-03-13,2026-03-25,强分歧后修复,2026-03-25,5.47,0.771,0.04759,0.03146,-0.047,-0.1702,-0.07708,3.14591,-15.9,-23.0,0.45741,0.9164,0.776,强分歧后修复,2026-03-26,13.66,13.6941,2026-03-31,2026-04-01,13.02,12.9875,-4.69,-5.16,2.64,-7.91,4,cum_super_peak_dd_20pct_3d,-33981156.6,3252779.0,-0.02075,1144.68,3,19,True
sh603218,2026-03-13,67.93,14.4,8.85,7.12,-13.21,6.25,1063502689.2500001,4.753264824402812,7.4887023886378135,5.766332482266453,-0.03167211279339022,0.01211,0.03807,0.01357,0.03332,0.35,0.6,1.0,50.7,72.68,69.14,100.0,10,趋势中继原型,2026-03-13,2026-03-19,回踩均线承接,2026-03-19,1.82,1.781,0.01803,0.05036,-0.03354,-0.15357,-0.08245,5.0362,-11.47,-14.57,0.35967,0.97355,2.591,回踩均线承接,2026-03-20,15.01,15.0475,2026-04-03,2026-04-07,13.35,13.3166,-11.06,-11.5,2.6,-11.39,11,hard_stop_8pct,-109321703.82,0.0,-0.03082,0.0,4,23,True
sz002831,2026-03-16,72.51,13.57,8.51,15.78,-20.14,2.65,1306138379.73,3.1621320281252006,10.011574074074069,16.085944052377666,0.19762417666140286,0.00948,0.01863,0.04632,0.05354,0.45,0.55,1.0,49.33,87.14,68.83,100.0,2,趋势中继原型,2026-03-16,2026-03-18,强分歧后修复,2026-03-18,6.37,2.19,0.01782,0.00932,0.13523,0.20819,0.49182,0.93197,0.16,-14.78,0.02496,1.37198,2.6,强分歧后修复,2026-03-19,36.94,37.0323,2026-03-23,2026-03-24,32.73,32.6482,-11.4,-11.84,2.38,-13.51,3,hard_stop_8pct,-46485198.71,0.0,-0.02477,0.0,1,24,True
sz002531,2026-03-16,71.63,32.55,25.84,15.86,-21.34,-1.85,1877788751.4300003,2.6891201148762285,-1.85185185185186,-8.991395852777508,-0.04884146457377425,0.05889,0.05543,0.05745,0.06203,0.7,0.7,1.0,83.99,100.0,5.72,100.0,3,趋势中继原型,2026-03-16,2026-03-17,回踩均线承接,2026-03-17,-3.28,2.212,0.00716,0.02947,0.10304,0.06443,-0.11341,2.94707,-12.01,-13.58,0.00041,1.427,2.096,回踩均线承接,2026-03-18,11.8,11.8295,2026-04-07,2026-04-08,11.22,11.192,-4.92,-5.39,0.68,-13.56,14,cum_super_peak_dd_20pct_3d,-77449921.46,2432447.2,-0.00698,3284.03,3,25,True
sh603538,2026-03-16,68.64,19.0,14.85,12.36,-20.3,-0.95,780240340.2799999,4.01103449484972,-0.9459992116673366,1.5438981193508994,0.014501114382191038,0.04975,0.04066,0.06853,0.06255,0.6,0.4,1.0,61.97,91.43,38.61,83.92,6,趋势中继原型,2026-03-16,2026-03-18,回踩均线承接,2026-03-18,0.0,2.684,0.02869,0.05538,0.12244,0.23194,-0.0038,5.53767,-1.46,-8.74,0.45957,0.88754,3.715,回踩均线承接,2026-03-19,25.8,25.8645,2026-04-20,2026-04-21,51.28,51.1518,98.76,97.77,117.79,-6.98,21,cum_super_peak_dd_20pct_3d,105158266.74,613317153.51,0.00224,82.85,3,24,True
sz002655,2026-03-16,67.33,31.02,-5.52,-3.01,-14.25,-3.63,718485267.0799999,1.0461553823023615,6.022659511031603,5.628714033950686,0.04022235251593842,0.02756,0.03807,-0.00296,0.0077,0.5,0.5,1.0,56.18,76.35,75.97,47.61,7,趋势中继原型,2026-03-16,2026-03-19,回踩均线承接,2026-03-19,-2.27,0.791,-0.0619,0.0445,-0.05092,0.08886,-0.01451,4.45021,-4.28,-11.67,0.00013,1.42108,0.875,回踩均线承接,2026-03-20,17.84,17.8846,2026-03-23,2026-03-24,16.63,16.5884,-6.78,-7.25,0.56,-9.19,2,hard_stop_8pct,-1291853.0,11589989.0,-0.0013,111.15,1,23,True
sz002594,2026-03-16,66.29,10.67,2.98,2.2,-12.97,3.8,11138193860.569998,2.0943080276243413,4.96638908397713,14.193516001157995,-0.09934887205162801,0.03771,0.04195,0.05484,0.06142,0.5,0.5,1.0,40.66,82.86,60.37,100.0,9,趋势中继原型,2026-03-16,2026-03-19,回踩均线承接,2026-03-19,0.61,0.913,0.02126,0.02404,-0.09842,-0.19271,-0.16211,2.4039,-4.08,-7.38,0.00131,1.53174,1.575,回踩均线承接,2026-03-20,101.99,102.245,2026-03-26,2026-03-27,104.0,103.74,1.97,1.46,9.64,-0.42,5,cum_super_peak_dd_20pct_3d,-218235804.68,1488207319.02,-0.00429,114.66,3,23,True
sz002636,2026-03-16,65.33,19.55,6.53,14.64,-21.42,5.48,1496221731.1100001,1.3444322462733052,10.017211703958683,14.928512190789633,0.9465743867851073,0.02279,0.02727,0.01197,0.01031,0.5,0.55,1.0,55.25,69.7,66.2,78.15,10,趋势中继原型,2026-03-16,2026-03-17,回踩均线承接,2026-03-17,1.44,1.736,-0.00619,-0.00817,0.09501,0.1473,0.08437,-0.81745,1.44,-14.61,0.00149,1.29043,1.258,回踩均线承接,2026-03-18,31.85,31.9296,2026-03-23,2026-03-24,28.51,28.4387,-10.49,-10.93,9.89,-11.55,4,hard_stop_8pct,-113881189.13,24246051.29,-0.01551,569.69,1,25,True
sz000420,2026-03-17,69.45,11.84,19.44,16.17,-20.75,3.4,3047187828.170001,4.131550686367228,7.450980392156881,4.8470249823326625,-0.08701950324776853,0.03231,0.02497,0.04965,0.04465,0.55,0.45,1.0,56.87,87.14,47.56,100.0,3,趋势中继原型,2026-03-17,2026-03-24,强分歧后修复,2026-03-24,6.41,1.076,0.06727,0.05708,0.02393,-0.0812,-0.04588,5.70783,-16.82,-23.43,0.00063,1.56286,1.237,强分歧后修复,2026-03-25,4.66,4.6716,2026-04-14,2026-04-15,5.04,5.0274,8.15,7.62,12.02,-4.51,14,cum_super_peak_dd_20pct_3d,72677440.44,120006189.12,0.00784,39.44,3,20,True
sh600791,2026-03-18,77.57,41.82,11.96,13.04,-16.35,-0.64,303239523.0,1.6494114817353294,-0.6410256410256276,11.941572339170314,0.023976273237970913,0.01646,0.00855,0.03705,0.03826,0.7,0.5,1.0,88.73,100.0,48.88,37.33,2,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,-0.11,0.975,0.01469,0.044,0.21032,0.39327,-0.01477,4.40016,-3.93,-5.89,0.45615,1.01763,1.112,回踩均线承接,2026-03-20,9.25,9.2731,2026-03-23,2026-03-24,8.3,8.2793,-10.27,-10.72,4.32,-11.57,2,hard_stop_8pct,5902051.0,5902051.0,0.01299,0.0,0,23,True
sh600032,2026-03-18,68.76,17.51,10.9,1.65,-13.7,-4.95,820553846.8199999,2.757911638760622,-2.591792656587477,0.8098239470514201,0.08718224859616402,0.03248,0.02942,0.03951,0.03624,0.4,0.55,1.0,50.99,87.14,57.09,86.87,4,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,2.77,2.597,-0.01693,0.02782,0.13763,0.23265,-0.11685,2.78204,-2.32,-7.5,0.34206,0.97636,2.853,回踩均线承接,2026-03-20,9.29,9.3132,2026-03-26,2026-03-27,12.09,12.0598,30.14,29.49,51.78,-1.4,5,violent_super_outflow,-41500539.16,303141832.24,-0.00437,113.69,1,23,True
sh600408,2026-03-18,63.37,12.57,16.22,17.81,-17.21,-0.7,1036276016.3700002,2.8906835519978555,-0.6976744186046546,-10.4053237030143,-0.034937771016668395,0.07545,0.06553,0.10443,0.09609,0.6,0.45,1.0,54.93,91.43,19.57,100.0,7,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,4.22,2.592,0.00353,0.00959,0.1251,0.12926,-0.07752,0.95878,0.23,-9.65,0.35752,1.03602,2.443,回踩均线承接,2026-03-20,4.2,4.2105,2026-03-30,2026-03-31,3.76,3.7506,-10.48,-10.92,6.9,-11.67,7,hard_stop_8pct,-68620201.78,0.0,-0.01721,0.0,1,23,True
sh603817,2026-03-18,61.6,18.97,21.22,9.59,-19.34,3.2,628000481.29,3.50398077158762,4.316546762589923,13.89525766298,0.1036180552383219,0.00144,0.06712,0.00417,0.10142,0.4,0.45,1.0,66.53,51.6,65.22,72.78,9,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,4.25,3.459,0.00045,0.13165,-0.00513,0.3938,0.11589,13.16474,3.66,-9.64,0.21907,0.75662,4.005,回踩均线承接,2026-03-20,9.06,9.0826,2026-03-26,2026-03-27,7.72,7.7007,-14.79,-15.22,1.66,-10.49,5,hard_stop_8pct,-80342995.73,0.0,-0.02551,0.0,4,23,True
sh600930,2026-03-18,60.41,14.86,13.9,6.75,-16.17,-4.96,3905584936.9099994,2.5804706673860442,-1.4705882352941124,-13.808547736941136,0.013426814263957199,0.04794,0.02768,0.06232,0.04663,0.5,0.3,1.0,50.24,82.86,25.34,100.0,10,趋势中继原型,2026-03-18,2026-03-24,回踩均线承接,2026-03-24,3.75,2.022,0.00708,0.00467,0.0196,0.00709,-0.15684,0.46681,-1.24,-10.44,0.33845,1.04625,2.149,回踩均线承接,2026-03-25,7.09,7.1077,2026-03-30,2026-03-31,6.37,6.3541,-10.16,-10.6,11.14,-10.16,4,hard_stop_8pct,-810807828.08,0.0,-0.04388,0.0,3,20,True
sh603489,2026-03-19,71.28,23.26,12.14,7.0,-11.92,-3.03,379052656.76000005,2.0296235948303187,-3.0269975456776677,0.7241092209882254,0.1684003188517843,0.01747,0.03327,0.03085,0.02998,0.65,0.6,1.0,63.11,90.57,60.76,54.56,3,趋势中继原型,2026-03-19,2026-03-30,缩量震荡后放量阳线,2026-03-30,4.14,1.098,0.00044,0.02431,-0.03669,-0.03219,0.07584,2.43109,-7.85,-17.88,0.46725,0.86372,0.571,缩量震荡后放量阳线,2026-03-31,33.84,33.9246,2026-04-03,2026-04-07,30.32,30.2442,-10.4,-10.85,0.92,-10.46,4,hard_stop_8pct,-6563827.6,0.0,-0.01223,0.0,2,16,True
sz000048,2026-03-19,70.65,17.94,20.41,5.39,-19.98,-1.7,619840830.4000002,2.505700828766268,0.46948356807510194,2.9315860570646137,0.09983924856977278,0.01875,0.03912,0.02162,0.0321,0.55,0.7,1.0,65.21,88.29,51.87,72.18,5,趋势中继原型,2026-03-19,2026-03-26,回踩均线承接,2026-03-26,1.63,0.854,-0.03451,0.04978,0.01926,0.05261,0.07543,4.97767,-9.09,-13.18,0.00028,1.45388,0.916,回踩均线承接,2026-03-27,19.81,19.8595,2026-04-02,2026-04-03,17.89,17.8453,-9.69,-10.14,22.36,-3.53,5,cum_super_peak_dd_20pct_3d,-155856818.21,4698725.76,-0.05986,3417.0,3,18,True
sh605117,2026-03-20,72.37,35.32,10.41,-4.39,-19.41,0.34,4661435675.6,2.233725961924801,9.913288024373102,8.637012843648833,0.27678716722266633,0.00835,0.01772,0.01379,0.02547,0.5,0.55,1.0,78.99,60.25,70.33,100.0,5,趋势中继原型,2026-03-20,2026-03-23,回踩均线承接,2026-03-23,-2.64,1.666,-0.03156,0.00899,0.08982,0.14392,-0.05375,0.89892,-2.71,-9.43,0.35698,0.80729,1.342,回踩均线承接,2026-03-24,135.43,135.7686,2026-04-02,2026-04-03,124.5,124.1888,-8.07,-8.53,1.07,-9.7,8,hard_stop_8pct,-250848199.22,0.0,-0.01356,0.0,2,21,True
sh600815,2026-03-20,65.75,10.51,7.1,10.51,-11.68,2.85,674274242.66,3.744763054599316,4.0345821325648235,7.821804195269273,-0.13668750752870423,0.02763,0.05282,0.02803,0.06337,0.55,0.6,1.0,44.14,85.33,60.1,76.17,8,趋势中继原型,2026-03-20,2026-03-24,回踩均线承接,2026-03-24,1.56,2.562,0.03926,0.08527,0.11438,0.24054,-0.02642,8.52701,-1.76,-12.85,0.44504,1.11147,3.509,回踩均线承接,2026-03-25,3.89,3.8997,2026-03-26,2026-03-27,4.04,4.0299,3.86,3.34,21.34,-2.06,2,violent_super_outflow,40219873.35,131661356.31,0.01908,69.45,1,20,True
sh600617,2026-03-23,76.24,27.07,10.53,17.7,-18.55,3.01,1300271505.28,3.7493540889573054,3.007518796992481,-8.880127179679747,0.08869298713514923,0.07822,0.06995,0.10448,0.10114,0.7,0.5,1.0,68.49,100.0,42.76,100.0,1,趋势中继原型,2026-03-23,2026-03-24,回踩均线承接,2026-03-24,3.16,2.505,0.00338,0.00707,0.05475,0.00496,-0.03978,0.70659,-3.42,-12.76,0.43061,0.99402,2.638,回踩均线承接,2026-03-25,4.01,4.02,2026-04-01,2026-04-02,3.7,3.6908,-7.73,-8.19,15.21,-8.48,6,cum_super_peak_dd_20pct_3d,-54758192.28,3662440.66,-0.01241,1595.13,3,20,True
sz000862,2026-03-23,67.82,34.39,0.96,15.3,-14.69,3.32,1749059661.2099998,2.492560327889362,3.31753554502372,-11.301541083124143,0.04440810224636138,0.03482,0.00819,0.05406,0.02261,0.5,0.4,1.0,69.36,72.02,47.21,100.0,10,趋势中继原型,2026-03-23,2026-03-24,回踩均线承接,2026-03-24,3.33,2.043,-0.00329,-0.02935,0.13825,0.01652,-0.01565,-2.9348,-1.85,-12.8,0.00144,1.42399,1.823,回踩均线承接,2026-03-25,8.78,8.8019,2026-03-27,2026-03-30,7.88,7.8603,-10.25,-10.7,7.52,-11.39,3,hard_stop_8pct,-93852306.65,0.0,-0.02696,0.0,2,20,True
sh603738,2026-03-24,72.89,33.6,5.88,4.07,-15.35,-1.77,1911977197.8000002,1.6468789968295747,7.653490328006729,11.838811617651835,0.02108835017823074,0.00549,0.00337,0.01205,0.02828,0.65,0.55,1.0,72.74,69.75,71.33,88.23,2,趋势中继原型,2026-03-24,2026-03-30,回踩均线承接,2026-03-30,2.52,1.315,0.04454,0.07063,0.08741,0.10578,0.04545,7.06293,1.32,-13.69,0.4168,0.81847,0.998,回踩均线承接,2026-03-31,26.34,26.4058,2026-04-24,2026-04-24,39.81,39.7105,51.14,50.39,54.52,-9.72,16,window_end,567595255.97,567595255.97,0.02291,0.0,0,16,True
sz002733,2026-03-24,69.49,29.74,5.37,-0.38,-19.81,-8.67,1157160057.35,1.065707442447533,5.71208027788499,4.481056133128888,-0.03861190641363965,0.04677,0.03242,0.05105,0.02925,0.55,0.65,1.0,54.81,93.46,53.79,68.86,4,趋势中继原型,2026-03-24,2026-03-25,回踩均线承接,2026-03-25,-0.37,0.834,-0.01397,0.00736,0.04644,0.01143,-0.05027,0.73634,-9.0,-6.96,0.00162,1.44249,1.048,回踩均线承接,2026-03-26,26.88,26.9472,2026-03-31,2026-04-01,25.02,24.9575,-6.92,-7.38,3.39,-8.85,4,hard_stop_8pct,-100461925.37,0.0,-0.03703,0.0,2,19,True
sz000791,2026-03-25,62.82,22.24,-0.71,3.83,-12.33,1.87,1446881612.1599998,1.8632913100978044,9.98810939357908,15.999578614065676,2.37189845059037,-0.0044,-0.01252,0.01364,0.01023,0.55,0.45,1.0,52.25,46.78,84.9,95.44,6,趋势中继原型,2026-03-25,2026-03-26,回踩均线承接,2026-03-26,-3.14,1.858,-0.02775,0.05638,0.09683,0.20664,-0.01439,5.63788,-3.14,-10.08,0.0019,1.29522,1.431,回踩均线承接,2026-03-27,8.84,8.8621,2026-03-30,2026-03-31,7.83,7.8104,-11.43,-11.87,1.24,-12.22,2,hard_stop_8pct,-38240680.48,0.0,-0.0216,0.0,1,18,True
sh603659,2026-03-26,63.68,13.11,9.81,10.75,-12.78,2.77,4473325368.000003,2.1228636209289853,5.6259659969088105,2.439864753428317,-0.08928515116452868,0.01299,0.00264,0.03115,0.03397,0.35,0.35,1.0,49.9,65.73,62.81,100.0,7,趋势中继原型,2026-03-26,2026-04-08,强分歧后修复,2026-04-08,4.1,0.738,0.01521,0.03629,-0.03082,-0.11304,-0.04084,3.62914,-11.09,-16.57,0.34336,0.90764,0.668,强分歧后修复,2026-04-09,31.41,31.4885,2026-04-17,2026-04-20,35.52,35.4312,13.09,12.52,16.97,-2.96,6,cum_super_peak_dd_20pct_3d,2517577.17,146283165.61,0.00018,98.28,3,10,True
sz000883,2026-03-26,61.25,12.63,4.16,7.79,-9.79,-0.19,608146844.3000001,2.1008079274337916,0.7604562737642651,10.727849698060169,0.04060951834491022,-0.00124,-0.0156,0.03059,0.02191,0.5,0.25,1.0,44.24,67.54,68.83,71.33,10,趋势中继原型,2026-03-26,2026-03-27,回踩均线承接,2026-03-27,-1.51,1.484,0.00143,0.03277,0.14193,0.29537,-0.01124,3.27676,-2.79,-4.28,0.00013,1.51318,2.107,回踩均线承接,2026-03-30,5.17,5.1829,2026-04-02,2026-04-03,4.72,4.7082,-8.7,-9.16,0.77,-9.28,4,hard_stop_8pct,-29365686.86,0.0,-0.02696,0.0,1,17,True
sh603026,2026-03-27,78.93,28.51,16.88,13.14,-20.3,10.0,2800197273.9299994,2.3940819437952148,9.997655883731827,0.47385067629102195,0.08537402553945084,0.03206,0.03082,0.04988,0.04609,0.5,0.45,1.0,76.01,82.86,68.5,100.0,1,趋势中继原型,2026-03-27,2026-04-01,回踩均线承接,2026-04-01,-0.83,1.201,0.0032,-0.05091,-0.15311,-0.31314,-0.04391,-5.09073,-10.45,-13.51,0.35739,0.94452,2.031,回踩均线承接,2026-04-02,85.68,85.8942,2026-04-09,2026-04-10,78.12,77.9247,-8.82,-9.28,3.38,-11.3,5,hard_stop_8pct,-61672762.95,0.0,-0.00868,0.0,0,14,True
sh600152,2026-03-30,69.07,12.04,-3.07,15.52,-20.66,4.04,1516304426.74,2.2536680885703224,8.733205374280239,6.958436990574853,0.11736683874399545,0.0126,0.02574,0.02914,0.03278,0.5,0.65,1.0,37.02,88.64,67.76,100.0,3,趋势中继原型,2026-03-30,2026-04-01,回踩均线承接,2026-04-01,-0.57,1.329,0.00915,0.00738,0.02528,0.05782,-0.05025,0.7378,-11.94,-14.82,0.35139,0.98733,1.704,回踩均线承接,2026-04-02,10.35,10.3759,2026-04-03,2026-04-07,10.0,9.975,-3.38,-3.86,1.74,-8.31,2,hard_stop_8pct,-4677615.0,23624983.0,-0.00428,119.8,1,14,True
sz002294,2026-03-30,67.63,26.8,11.8,13.13,-15.32,1.97,859182327.2499999,1.6836292595941533,1.971557853910788,7.690437041633171,-0.06343789383384335,0.01335,0.03558,0.00576,0.02037,0.6,0.65,1.0,69.28,76.77,48.23,79.15,4,趋势中继原型,2026-03-30,2026-04-02,回踩均线承接,2026-04-02,3.41,2.159,-0.00208,0.03083,0.00828,0.0536,0.07583,3.08323,2.55,-14.21,0.0024,1.31932,1.448,回踩均线承接,2026-04-03,67.0,67.1675,2026-04-17,2026-04-20,58.15,58.0046,-13.21,-13.64,2.06,-13.25,9,hard_stop_8pct,-110166158.09,0.0,-0.0155,0.0,1,13,True
sh600186,2026-03-30,67.42,15.16,15.91,15.72,-20.3,-0.67,2185844481.38,1.8039248199209155,3.5014005602240994,6.117138837598528,-0.10923885173626369,0.03456,0.01161,0.05916,0.05056,0.55,0.4,1.0,57.98,87.14,40.7,93.46,5,趋势中继原型,2026-03-30,2026-04-01,回踩均线承接,2026-04-01,3.38,1.383,0.00378,0.02842,0.01147,0.06086,-0.12022,2.84242,-1.34,-9.47,0.31287,1.01233,1.488,回踩均线承接,2026-04-02,7.34,7.3583,2026-04-13,2026-04-14,7.57,7.5511,3.13,2.62,8.58,-6.4,7,cum_super_peak_dd_20pct_3d,263708773.74,376454706.72,0.03064,29.95,3,14,True
sh603826,2026-03-30,60.23,21.81,4.26,9.24,-15.03,-4.91,416419693.96,1.3105900189210717,-0.03969829297341132,1.9068406478303501,0.06570480622520258,0.00863,0.04404,-0.01152,-0.00156,0.6,0.8,1.0,50.68,76.93,58.69,34.32,7,趋势中继原型,2026-03-30,2026-04-08,缩量震荡后放量阳线,2026-04-08,4.55,1.406,0.03233,0.14226,-0.01998,0.08519,0.10503,14.22649,-5.51,-15.72,0.485,0.85102,1.049,缩量震荡后放量阳线,2026-04-09,26.8,26.867,2026-04-24,2026-04-24,34.77,34.6831,29.74,29.09,36.6,-2.13,10,window_end,-73981239.05,12701006.04,-0.01474,682.48,2,10,True
sh603529,2026-03-30,59.58,12.42,12.18,3.89,-14.86,-3.73,957628685.79,2.208137296000658,-0.9591584158415878,-2.6049931168697853,-0.014975418377499272,0.03237,0.0393,0.04184,0.04617,0.35,0.5,1.0,47.89,82.86,26.09,96.9,9,趋势中继原型,2026-03-30,2026-03-31,回踩均线承接,2026-03-31,1.06,1.861,0.03345,-0.00018,0.00204,0.00202,-0.08655,-0.01823,-4.2,-5.51,0.42342,0.98183,2.151,回踩均线承接,2026-04-01,32.23,32.3106,2026-04-07,2026-04-08,29.31,29.2367,-9.06,-9.51,1.02,-9.28,4,hard_stop_8pct,-109824965.12,0.0,-0.04944,0.0,3,15,True
sz002460,2026-03-30,58.89,10.75,12.85,17.89,-20.76,0.6,9112677025.35,2.2892922671633644,0.6024852516631096,-13.756005361573251,-0.00490149608899193,0.02759,0.01292,0.06462,0.04967,0.5,0.5,1.0,49.58,82.86,20.07,100.0,10,趋势中继原型,2026-03-30,2026-04-02,回踩均线承接,2026-04-02,3.39,1.61,0.01183,0.02561,-0.05888,-0.05494,-0.02794,2.56126,-1.93,-6.69,0.00105,1.36573,1.695,回踩均线承接,2026-04-03,79.95,80.1499,2026-04-24,2026-04-24,84.99,84.7775,6.3,5.77,10.04,-3.05,13,window_end,-2518552300.9,0.0,-0.02952,0.0,0,13,True
